x_1;x_2;y
188;64375;0
189;64418;0
190;64364;0
191;64334;0
192;64354;1
1;64189;0
2;64182;0
3;64155;0
4;64168;0
5;64173;0
6;64130;0
7;64203;0
8;64255;0
9;64198;0
10;64199;0
11;64226;0
12;64164;0
13;64178;0
14;64166;0
15;64221;0
16;64181;0
17;64243;0
18;64195;0
19;64175;0
20;64234;0
21;64205;0
22;64216;0
23;64237;0
24;64199;0
25;64181;0
26;64187;0
27;64212;0
28;64204;0
29;64208;0
30;64178;0
31;64197;0
32;64158;0
33;64179;0
34;64212;0
35;64137;0
36;64127;0
37;64210;0
38;64222;0
39;64200;0
40;64202;0
41;64241;0
42;64227;0
43;64202;0
44;64201;0
45;64205;0
46;64215;0
47;64240;0
48;64209;0
49;64285;0
50;64202;0
51;64203;0
52;64152;0
53;64200;0
54;64158;0
55;64233;0
56;64184;0
57;64250;0
58;64230;0
59;64248;0
60;64209;0
61;64241;0
62;64181;0
63;64191;0
64;64166;0
65;64170;0
66;64226;0
67;64217;0
68;64250;0
69;64273;0
70;64176;0
71;64239;0
72;64248;0
73;64173;0
74;64239;0
75;64164;0
76;64201;0
77;64197;0
78;64244;0
79;64162;0
80;64137;0
81;64172;0
82;64186;0
83;64173;0
84;64241;0
85;64173;0
86;64185;0
87;64236;0
88;64223;0
89;64195;0
90;64206;0
91;64209;0
92;64236;0
93;64221;0
94;64210;0
95;64256;0
96;64242;0
97;64204;0
98;64173;0
99;64204;0
100;64204;0
101;64196;0
102;64244;0
103;64205;0
104;64241;0
105;64194;0
106;64187;0
107;64252;0
108;64224;0
109;64212;0
110;64229;0
111;64224;0
112;64249;0
113;64195;0
114;64213;0
115;64216;0
116;64238;0
117;64197;0
118;64195;0
119;64267;0
120;64201;0
121;64204;0
122;64208;0
123;64211;0
124;64237;0
125;64271;0
126;64207;0
127;64226;0
128;64154;0
129;64166;0
130;64206;0
131;64196;0
132;64201;0
133;64284;0
134;64276;0
135;64202;0
136;64206;0
137;64246;0
138;64234;0
139;64263;0
140;64229;0
141;64207;0
142;64191;0
143;64231;0
144;64202;0
145;64201;0
146;64252;0
147;64227;0
148;64265;0
149;64203;0
150;64262;0
151;64254;0
152;64238;0
153;64196;0
154;64234;0
155;64217;0
156;64215;0
157;64204;0
158;64199;0
159;64181;0
160;64253;0
161;64208;0
162;64171;0
163;64288;0
164;64282;0
165;64217;0
166;64179;0
167;64225;0
168;64255;0
169;64226;0
170;64214;0
171;64221;0
172;64207;0
173;64266;0
174;64234;0
175;64246;0
176;64232;0
177;64235;0
178;64243;0
179;64233;0
180;64250;0
181;64201;0
182;64239;0
183;64260;0
184;64243;0
185;64266;0
186;64280;0
187;64269;0
188;64264;0
189;64281;0
190;64248;0
191;64223;0
192;64218;0
193;64213;0
194;64310;0
195;64324;0
196;64264;0
197;64255;0
198;64321;0
199;64244;0
200;64274;0
201;64231;0
202;64256;0
203;64195;0
204;64246;0
205;64265;0
206;64251;0
207;64273;0
208;64260;0
209;64227;0
210;64288;0
211;64280;0
212;64254;0
213;64239;0
214;64239;0
215;64297;0
216;64246;0
217;64330;0
218;64291;0
219;64288;0
220;64287;0
221;64309;0
222;64316;0
223;64306;0
224;64286;0
225;64268;0
226;64323;0
227;64280;0
228;64267;0
229;64232;0
230;64268;0
231;64299;0
232;64298;0
233;64296;0
234;64349;0
235;64263;0
236;64301;0
237;64314;0
238;64313;0
239;64273;0
240;64261;0
241;64314;0
242;64377;0
243;64304;0
244;64288;0
245;64270;0
246;64285;0
247;64288;0
248;64306;0
249;64379;0
250;64315;0
251;64247;0
252;64283;0
253;64301;0
254;64331;0
255;64348;0
256;64292;0
257;64306;0
258;64293;0
259;64278;0
260;64294;0
261;64369;0
262;64305;0
263;64316;0
264;64347;0
265;64303;0
266;64314;0
267;64296;0
268;64310;0
269;64311;0
270;64312;0
271;64387;0
272;64327;0
273;64371;0
274;64318;0
275;64367;0
276;64382;0
277;64391;0
278;64344;0
279;64364;0
280;64363;0
281;64360;0
282;64394;0
283;64378;0
284;64391;0
285;64367;0
286;64344;0
287;64385;1
1;64204;0
2;64266;0
3;64207;0
4;64250;0
5;64197;0
6;64265;0
7;64262;0
8;64223;0
9;64260;0
10;64272;0
11;64194;0
12;64261;0
13;64263;0
14;64216;0
15;64183;0
16;64265;0
17;64278;0
18;64226;0
19;64205;0
20;64225;0
21;64218;0
22;64234;0
23;64207;0
24;64224;0
25;64224;0
26;64161;0
27;64236;0
28;64148;0
29;64201;0
30;64221;0
31;64233;0
32;64255;0
33;64182;0
34;64283;0
35;64208;0
36;64206;0
37;64168;0
38;64172;0
39;64194;0
40;64197;0
41;64279;0
42;64261;0
43;64258;0
44;64221;0
45;64215;0
46;64242;0
47;64226;0
48;64201;0
49;64216;0
50;64251;0
51;64239;0
52;64229;0
53;64202;0
54;64203;0
55;64241;0
56;64273;0
57;64256;0
58;64252;0
59;64231;0
60;64180;0
61;64250;0
62;64218;0
63;64210;0
64;64253;0
65;64169;0
66;64225;0
67;64200;0
68;64294;0
69;64205;0
70;64254;0
71;64290;0
72;64225;0
73;64242;0
74;64275;0
75;64225;0
76;64252;0
77;64298;0
78;64243;0
79;64231;0
80;64174;0
81;64255;0
82;64224;0
83;64227;0
84;64218;0
85;64195;0
86;64269;0
87;64232;0
88;64227;0
89;64233;0
90;64236;0
91;64199;0
92;64229;0
93;64210;0
94;64258;0
95;64237;0
96;64289;0
97;64294;0
98;64240;0
99;64267;0
100;64229;0
101;64224;0
102;64263;0
103;64228;0
104;64246;0
105;64185;0
106;64251;0
107;64236;0
108;64298;0
109;64248;0
110;64292;0
111;64225;0
112;64265;0
113;64250;0
114;64246;0
115;64222;0
116;64262;0
117;64276;0
118;64226;0
119;64200;0
120;64260;0
121;64227;0
122;64272;0
123;64249;0
124;64200;0
125;64282;0
126;64276;0
127;64267;0
128;64222;0
129;64310;0
130;64257;0
131;64250;0
132;64235;0
133;64262;0
134;64245;0
135;64252;0
136;64260;0
137;64275;0
138;64230;0
139;64308;0
140;64287;0
141;64308;0
142;64303;0
143;64248;0
144;64248;0
145;64265;0
146;64371;0
147;64307;0
148;64269;0
149;64326;0
150;64308;0
151;64304;0
152;64334;0
153;64289;0
154;64315;0
155;64283;0
156;64352;0
157;64284;0
158;64319;0
159;64271;0
160;64248;0
161;64360;0
162;64311;0
163;64300;0
164;64309;0
165;64296;0
166;64290;0
167;64338;0
168;64346;0
169;64355;0
170;64335;0
171;64336;0
172;64362;0
173;64364;0
174;64346;0
175;64315;0
176;64393;0
177;64368;0
178;64366;0
179;64351;1
1;64260;0
2;64245;0
3;64216;0
4;64273;0
5;64211;0
6;64246;0
7;64226;0
8;64197;0
9;64259;0
10;64278;0
11;64221;0
12;64263;0
13;64224;0
14;64262;0
15;64247;0
16;64217;0
17;64206;0
18;64236;0
19;64302;0
20;64253;0
21;64249;0
22;64268;0
23;64241;0
24;64251;0
25;64205;0
26;64235;0
27;64208;0
28;64259;0
29;64234;0
30;64270;0
31;64242;0
32;64210;0
33;64279;0
34;64229;0
35;64242;0
36;64208;0
37;64262;0
38;64269;0
39;64214;0
40;64277;0
41;64244;0
42;64262;0
43;64212;0
44;64181;0
45;64258;0
46;64299;0
47;64215;0
48;64233;0
49;64282;0
50;64205;0
51;64230;0
52;64282;0
53;64241;0
54;64254;0
55;64202;0
56;64280;0
57;64230;0
58;64266;0
59;64232;0
60;64231;0
61;64256;0
62;64269;0
63;64245;0
64;64268;0
65;64280;0
66;64290;0
67;64221;0
68;64244;0
69;64274;0
70;64242;0
71;64263;0
72;64269;0
73;64235;0
74;64260;0
75;64242;0
76;64186;0
77;64277;0
78;64266;0
79;64214;0
80;64298;0
81;64226;0
82;64266;0
83;64213;0
84;64291;0
85;64229;0
86;64221;0
87;64270;0
88;64268;0
89;64197;0
90;64332;0
91;64279;0
92;64241;0
93;64224;0
94;64250;0
95;64248;0
96;64218;0
97;64295;0
98;64306;0
99;64279;0
100;64267;0
101;64229;0
102;64250;0
103;64283;0
104;64227;0
105;64248;0
106;64224;0
107;64255;0
108;64213;0
109;64289;0
110;64247;0
111;64216;0
112;64215;0
113;64241;0
114;64250;0
115;64311;0
116;64257;0
117;64297;0
118;64245;0
119;64281;0
120;64213;0
121;64258;0
122;64312;0
123;64256;0
124;64264;0
125;64259;0
126;64256;0
127;64187;0
128;64277;0
129;64230;0
130;64228;0
131;64281;0
132;64241;0
133;64295;0
134;64282;0
135;64280;0
136;64288;0
137;64235;0
138;64262;0
139;64251;0
140;64243;0
141;64278;0
142;64215;0
143;64274;0
144;64260;0
145;64307;0
146;64272;0
147;64282;0
148;64309;0
149;64258;0
150;64246;0
151;64325;0
152;64268;0
153;64302;0
154;64287;0
155;64305;0
156;64254;0
157;64280;0
158;64300;0
159;64282;0
160;64324;0
161;64302;0
162;64291;0
163;64332;0
164;64320;0
165;64338;0
166;64283;0
167;64297;0
168;64286;0
169;64325;0
170;64360;0
171;64369;0
172;64328;0
173;64287;0
174;64309;0
175;64317;0
176;64336;0
177;64315;0
178;64338;0
179;64360;0
180;64358;0
181;64334;0
182;64342;0
183;64450;0
184;64344;0
185;64327;0
186;64345;0
187;64369;0
188;64348;0
189;64453;1
1;64177;0
2;64242;0
3;64207;0
4;64208;0
5;64203;0
6;64232;0
7;64278;0
8;64249;0
9;64169;0
10;64218;0
11;64190;0
12;64197;0
13;64190;0
14;64193;0
15;64188;0
16;64156;0
17;64200;0
18;64205;0
19;64236;0
20;64227;0
21;64205;0
22;64238;0
23;64157;0
24;64213;0
25;64205;0
26;64161;0
27;64222;0
28;64197;0
29;64248;0
30;64266;0
31;64206;0
32;64241;0
33;64176;0
34;64168;0
35;64216;0
36;64130;0
37;64204;0
38;64238;0
39;64182;0
40;64276;0
41;64282;0
42;64192;0
43;64178;0
44;64177;0
45;64232;0
46;64224;0
47;64195;0
48;64138;0
49;64211;0
50;64220;0
51;64232;0
52;64186;0
53;64220;0
54;64214;0
55;64198;0
56;64212;0
57;64195;0
58;64261;0
59;64205;0
60;64200;0
61;64236;0
62;64194;0
63;64218;0
64;64240;0
65;64196;0
66;64216;0
67;64167;0
68;64200;0
69;64190;0
70;64186;0
71;64235;0
72;64176;0
73;64228;0
74;64205;0
75;64234;0
76;64229;0
77;64299;0
78;64215;0
79;64216;0
80;64218;0
81;64238;0
82;64250;0
83;64219;0
84;64259;0
85;64242;0
86;64221;0
87;64239;0
88;64238;0
89;64254;0
90;64175;0
91;64240;0
92;64196;0
93;64214;0
94;64244;0
95;64227;0
96;64262;0
97;64194;0
98;64162;0
99;64217;0
100;64192;0
101;64270;0
102;64263;0
103;64139;0
104;64213;0
105;64252;0
106;64242;0
107;64212;0
108;64261;0
109;64203;0
110;64157;0
111;64212;0
112;64218;0
113;64247;0
114;64212;0
115;64277;0
116;64154;0
117;64257;0
118;64204;0
119;64225;0
120;64196;0
121;64257;0
122;64178;0
123;64165;0
124;64263;0
125;64173;0
126;64186;0
127;64243;0
128;64235;0
129;64268;0
130;64307;0
131;64221;0
132;64243;0
133;64228;0
134;64132;0
135;64198;0
136;64152;0
137;64224;0
138;64167;0
139;64233;0
140;64283;0
141;64174;0
142;64236;0
143;64240;0
144;64235;0
145;64231;0
146;64277;0
147;64201;0
148;64224;0
149;64253;0
150;64186;0
151;64203;0
152;64187;0
153;64262;0
154;64224;0
155;64232;0
156;64224;0
157;64213;0
158;64188;0
159;64242;0
160;64228;0
161;64204;0
162;64207;0
163;64263;0
164;64256;0
165;64253;0
166;64270;0
167;64254;0
168;64222;0
169;64261;0
170;64280;0
171;64241;0
172;64205;0
173;64261;0
174;64228;0
175;64207;0
176;64225;0
177;64232;0
178;64219;0
179;64266;0
180;64293;0
181;64213;0
182;64197;0
183;64235;0
184;64256;0
185;64249;0
186;64184;0
187;64299;0
188;64291;0
189;64318;0
190;64195;0
191;64240;0
192;64306;0
193;64255;0
194;64247;0
195;64240;0
196;64236;0
197;64243;0
198;64275;0
199;64277;0
200;64245;0
201;64226;0
202;64263;0
203;64322;0
204;64267;0
205;64258;0
206;64260;0
207;64259;0
208;64329;0
209;64275;0
210;64325;0
211;64281;0
212;64346;0
213;64261;0
214;64241;0
215;64325;0
216;64233;0
217;64269;0
218;64314;0
219;64285;0
220;64263;0
221;64284;0
222;64260;0
223;64233;0
224;64294;0
225;64292;0
226;64271;0
227;64272;0
228;64273;0
229;64336;0
230;64340;0
231;64273;0
232;64272;0
233;64370;0
234;64234;0
235;64317;0
236;64325;0
237;64368;0
238;64314;0
239;64305;0
240;64341;0
241;64299;0
242;64307;0
243;64325;0
244;64295;0
245;64313;0
246;64349;0
247;64340;0
248;64345;0
249;64356;0
250;64314;0
251;64359;0
252;64371;0
253;64359;0
254;64330;0
255;64346;0
256;64366;0
257;64322;0
258;64344;0
259;64378;0
260;64325;0
261;64327;0
262;64356;0
263;64395;0
264;64377;0
265;64380;0
266;64338;0
267;64373;0
268;64402;0
269;64346;1
1;64273;0
2;64207;0
3;64257;0
4;64197;0
5;64262;0
6;64233;0
7;64244;0
8;64233;0
9;64336;0
10;64281;0
11;64250;0
12;64228;0
13;64237;0
14;64291;0
15;64255;0
16;64302;0
17;64311;0
18;64268;0
19;64219;0
20;64263;0
21;64241;0
22;64275;0
23;64265;0
24;64264;0
25;64260;0
26;64319;0
27;64291;0
28;64268;0
29;64202;0
30;64210;0
31;64236;0
32;64303;0
33;64259;0
34;64241;0
35;64281;0
36;64288;0
37;64247;0
38;64247;0
39;64268;0
40;64267;0
41;64318;0
42;64182;0
43;64298;0
44;64242;0
45;64241;0
46;64294;0
47;64206;0
48;64264;0
49;64285;0
50;64255;0
51;64318;0
52;64281;0
53;64272;0
54;64300;0
55;64262;0
56;64253;0
57;64240;0
58;64283;0
59;64299;0
60;64275;0
61;64324;0
62;64259;0
63;64255;0
64;64319;0
65;64256;0
66;64270;0
67;64287;0
68;64266;0
69;64248;0
70;64306;0
71;64289;0
72;64292;0
73;64307;0
74;64253;0
75;64269;0
76;64228;0
77;64332;0
78;64326;0
79;64312;0
80;64286;0
81;64238;0
82;64248;0
83;64274;0
84;64314;0
85;64275;0
86;64272;0
87;64260;0
88;64292;0
89;64303;0
90;64261;0
91;64324;0
92;64280;0
93;64276;0
94;64265;0
95;64305;0
96;64287;0
97;64289;0
98;64282;0
99;64316;0
100;64273;0
101;64249;0
102;64284;0
103;64246;0
104;64287;0
105;64196;0
106;64318;0
107;64285;0
108;64317;0
109;64292;0
110;64261;0
111;64280;0
112;64252;0
113;64326;0
114;64331;0
115;64301;0
116;64285;0
117;64336;0
118;64268;0
119;64315;0
120;64288;0
121;64264;0
122;64280;0
123;64293;0
124;64277;0
125;64300;0
126;64338;0
127;64340;0
128;64291;0
129;64304;0
130;64285;0
131;64331;0
132;64287;0
133;64292;0
134;64328;0
135;64310;0
136;64332;0
137;64311;0
138;64302;0
139;64328;0
140;64386;0
141;64288;0
142;64264;0
143;64322;0
144;64315;0
145;64309;0
146;64269;0
147;64299;0
148;64295;0
149;64328;0
150;64300;0
151;64316;0
152;64334;0
153;64305;0
154;64340;0
155;64267;0
156;64345;0
157;64235;0
158;64366;0
159;64293;0
160;64361;0
161;64377;0
162;64325;0
163;64329;0
164;64345;0
165;64403;0
166;64405;0
167;64348;0
168;64287;0
169;64412;0
170;64391;0
171;64382;0
172;64318;0
173;64345;0
174;64321;0
175;64384;0
176;64371;0
177;64350;0
178;64378;0
179;64358;0
180;64376;0
181;64344;0
182;64400;0
183;64401;0
184;64352;0
185;64378;0
186;64401;0
187;64376;0
188;64347;1
1;64238;0
2;64257;0
3;64225;0
4;64231;0
5;64225;0
6;64249;0
7;64245;0
8;64241;0
9;64222;0
10;64229;0
11;64274;0
12;64208;0
13;64247;0
14;64176;0
15;64229;0
16;64230;0
17;64208;0
18;64247;0
19;64201;0
20;64199;0
21;64177;0
22;64144;0
23;64176;0
24;64244;0
25;64179;0
26;64187;0
27;64268;0
28;64268;0
29;64190;0
30;64218;0
31;64199;0
32;64215;0
33;64219;0
34;64209;0
35;64267;0
36;64254;0
37;64240;0
38;64241;0
39;64239;0
40;64214;0
41;64239;0
42;64270;0
43;64232;0
44;64264;0
45;64225;0
46;64237;0
47;64194;0
48;64194;0
49;64243;0
50;64241;0
51;64217;0
52;64191;0
53;64238;0
54;64180;0
55;64219;0
56;64253;0
57;64302;0
58;64209;0
59;64229;0
60;64219;0
61;64208;0
62;64215;0
63;64236;0
64;64254;0
65;64231;0
66;64254;0
67;64261;0
68;64180;0
69;64222;0
70;64209;0
71;64153;0
72;64178;0
73;64212;0
74;64210;0
75;64229;0
76;64211;0
77;64236;0
78;64214;0
79;64248;0
80;64207;0
81;64157;0
82;64213;0
83;64194;0
84;64290;0
85;64275;0
86;64185;0
87;64223;0
88;64290;0
89;64234;0
90;64188;0
91;64175;0
92;64245;0
93;64270;0
94;64243;0
95;64219;0
96;64178;0
97;64191;0
98;64246;0
99;64255;0
100;64215;0
101;64205;0
102;64278;0
103;64270;0
104;64223;0
105;64235;0
106;64263;0
107;64216;0
108;64239;0
109;64271;0
110;64265;0
111;64210;0
112;64228;0
113;64256;0
114;64244;0
115;64214;0
116;64218;0
117;64251;0
118;64233;0
119;64184;0
120;64202;0
121;64221;0
122;64258;0
123;64256;0
124;64225;0
125;64262;0
126;64237;0
127;64260;0
128;64251;0
129;64242;0
130;64208;0
131;64288;0
132;64289;0
133;64269;0
134;64276;0
135;64228;0
136;64234;0
137;64202;0
138;64254;0
139;64207;0
140;64171;0
141;64256;0
142;64222;0
143;64217;0
144;64263;0
145;64217;0
146;64278;0
147;64268;0
148;64240;0
149;64277;0
150;64253;0
151;64246;0
152;64256;0
153;64240;0
154;64229;0
155;64276;0
156;64248;0
157;64230;0
158;64244;0
159;64288;0
160;64212;0
161;64220;0
162;64217;0
163;64244;0
164;64230;0
165;64248;0
166;64311;0
167;64265;0
168;64223;0
169;64273;0
170;64252;0
171;64258;0
172;64292;0
173;64301;0
174;64249;0
175;64268;0
176;64228;0
177;64284;0
178;64267;0
179;64300;0
180;64274;0
181;64236;0
182;64280;0
183;64280;0
184;64251;0
185;64278;0
186;64248;0
187;64286;0
188;64290;0
189;64280;0
190;64269;0
191;64246;0
192;64286;0
193;64213;0
194;64253;0
195;64242;0
196;64289;0
197;64272;0
198;64267;0
199;64250;0
200;64233;0
201;64244;0
202;64291;0
203;64288;0
204;64280;0
205;64278;0
206;64348;0
207;64298;0
208;64281;0
209;64267;0
210;64304;0
211;64297;0
212;64293;0
213;64251;0
214;64287;0
215;64223;0
216;64294;0
217;64326;0
218;64293;0
219;64292;0
220;64289;0
221;64321;0
222;64344;0
223;64246;0
224;64334;0
225;64310;0
226;64285;0
227;64330;0
228;64359;0
229;64353;0
230;64366;0
231;64303;0
232;64348;0
233;64287;0
234;64351;0
235;64306;0
236;64314;0
237;64345;0
238;64321;0
239;64313;0
240;64332;0
241;64314;0
242;64345;0
243;64350;0
244;64311;0
245;64400;0
246;64341;0
247;64347;0
248;64387;0
249;64313;0
250;64394;0
251;64383;0
252;64391;0
253;64353;0
254;64356;0
255;64345;0
256;64335;0
257;64427;0
258;64356;0
259;64415;1
1;64318;0
2;64292;0
3;64274;0
4;64276;0
5;64313;0
6;64255;0
7;64286;0
8;64275;0
9;64301;0
10;64257;0
11;64230;0
12;64302;0
13;64246;0
14;64244;0
15;64261;0
16;64182;0
17;64261;0
18;64220;0
19;64232;0
20;64333;0
21;64274;0
22;64268;0
23;64308;0
24;64292;0
25;64285;0
26;64223;0
27;64283;0
28;64214;0
29;64289;0
30;64308;0
31;64263;0
32;64287;0
33;64211;0
34;64238;0
35;64279;0
36;64305;0
37;64286;0
38;64291;0
39;64267;0
40;64233;0
41;64364;0
42;64245;0
43;64212;0
44;64283;0
45;64270;0
46;64266;0
47;64319;0
48;64316;0
49;64247;0
50;64246;0
51;64230;0
52;64291;0
53;64244;0
54;64280;0
55;64255;0
56;64279;0
57;64251;0
58;64254;0
59;64273;0
60;64289;0
61;64236;0
62;64293;0
63;64238;0
64;64304;0
65;64233;0
66;64265;0
67;64301;0
68;64259;0
69;64306;0
70;64309;0
71;64227;0
72;64279;0
73;64276;0
74;64327;0
75;64242;0
76;64269;0
77;64283;0
78;64306;0
79;64318;0
80;64309;0
81;64244;0
82;64311;0
83;64279;0
84;64291;0
85;64353;0
86;64357;0
87;64313;0
88;64300;0
89;64289;0
90;64304;0
91;64285;0
92;64322;0
93;64264;0
94;64283;0
95;64323;0
96;64287;0
97;64324;0
98;64284;0
99;64214;0
100;64233;0
101;64311;0
102;64314;0
103;64276;0
104;64277;0
105;64264;0
106;64274;0
107;64293;0
108;64282;0
109;64290;0
110;64346;0
111;64311;0
112;64290;0
113;64323;0
114;64296;0
115;64273;0
116;64329;0
117;64314;0
118;64294;0
119;64338;0
120;64344;0
121;64298;0
122;64337;0
123;64381;0
124;64309;0
125;64384;0
126;64315;0
127;64353;0
128;64334;0
129;64287;0
130;64295;0
131;64348;0
132;64355;0
133;64380;0
134;64402;0
135;64322;0
136;64355;0
137;64338;0
138;64368;0
139;64278;0
140;64353;0
141;64346;0
142;64323;0
143;64344;0
144;64395;0
145;64360;0
146;64349;0
147;64332;0
148;64343;0
149;64387;0
150;64387;1
1;64218;0
2;64191;0
3;64250;0
4;64204;0
5;64206;0
6;64184;0
7;64166;0
8;64146;0
9;64199;0
10;64177;0
11;64233;0
12;64163;0
13;64197;0
14;64244;0
15;64189;0
16;64218;0
17;64163;0
18;64170;0
19;64173;0
20;64211;0
21;64203;0
22;64225;0
23;64141;0
24;64204;0
25;64220;0
26;64272;0
27;64255;0
28;64188;0
29;64217;0
30;64196;0
31;64233;0
32;64189;0
33;64202;0
34;64209;0
35;64202;0
36;64185;0
37;64235;0
38;64174;0
39;64251;0
40;64238;0
41;64223;0
42;64219;0
43;64221;0
44;64203;0
45;64191;0
46;64202;0
47;64214;0
48;64236;0
49;64242;0
50;64195;0
51;64185;0
52;64179;0
53;64190;0
54;64236;0
55;64227;0
56;64201;0
57;64244;0
58;64262;0
59;64214;0
60;64254;0
61;64227;0
62;64230;0
63;64262;0
64;64199;0
65;64264;0
66;64220;0
67;64190;0
68;64207;0
69;64204;0
70;64194;0
71;64182;0
72;64185;0
73;64180;0
74;64233;0
75;64281;0
76;64201;0
77;64203;0
78;64181;0
79;64222;0
80;64188;0
81;64216;0
82;64217;0
83;64176;0
84;64210;0
85;64195;0
86;64167;0
87;64234;0
88;64171;0
89;64221;0
90;64244;0
91;64205;0
92;64202;0
93;64208;0
94;64205;0
95;64238;0
96;64241;0
97;64241;0
98;64275;0
99;64239;0
100;64224;0
101;64247;0
102;64233;0
103;64193;0
104;64235;0
105;64181;0
106;64268;0
107;64190;0
108;64246;0
109;64218;0
110;64203;0
111;64290;0
112;64269;0
113;64200;0
114;64203;0
115;64260;0
116;64253;0
117;64176;0
118;64231;0
119;64237;0
120;64201;0
121;64221;0
122;64255;0
123;64256;0
124;64242;0
125;64274;0
126;64268;0
127;64236;0
128;64243;0
129;64277;0
130;64260;0
131;64225;0
132;64215;0
133;64273;0
134;64261;0
135;64226;0
136;64257;0
137;64263;0
138;64260;0
139;64267;0
140;64290;0
141;64257;0
142;64215;0
143;64216;0
144;64258;0
145;64216;0
146;64296;0
147;64218;0
148;64194;0
149;64260;0
150;64232;0
151;64194;0
152;64265;0
153;64220;0
154;64266;0
155;64286;0
156;64268;0
157;64282;0
158;64261;0
159;64267;0
160;64247;0
161;64296;0
162;64276;0
163;64264;0
164;64305;0
165;64256;0
166;64296;0
167;64281;0
168;64277;0
169;64283;0
170;64261;0
171;64234;0
172;64307;0
173;64257;0
174;64257;0
175;64289;0
176;64316;0
177;64283;0
178;64330;0
179;64301;0
180;64305;0
181;64323;0
182;64301;0
183;64307;0
184;64355;0
185;64320;0
186;64316;0
187;64355;0
188;64283;0
189;64284;0
190;64373;0
191;64338;0
192;64323;0
193;64332;0
194;64313;0
195;64270;0
196;64324;0
197;64342;0
198;64346;0
199;64369;0
200;64340;0
201;64404;1
1;64192;0
2;64222;0
3;64216;0
4;64214;0
5;64213;0
6;64199;0
7;64244;0
8;64161;0
9;64178;0
10;64202;0
11;64248;0
12;64220;0
13;64198;0
14;64203;0
15;64230;0
16;64187;0
17;64179;0
18;64187;0
19;64229;0
20;64188;0
21;64214;0
22;64228;0
23;64236;0
24;64200;0
25;64276;0
26;64248;0
27;64217;0
28;64174;0
29;64147;0
30;64190;0
31;64220;0
32;64184;0
33;64255;0
34;64252;0
35;64200;0
36;64146;0
37;64197;0
38;64220;0
39;64278;0
40;64212;0
41;64164;0
42;64148;0
43;64267;0
44;64214;0
45;64203;0
46;64203;0
47;64208;0
48;64197;0
49;64224;0
50;64187;0
51;64220;0
52;64176;0
53;64176;0
54;64184;0
55;64176;0
56;64221;0
57;64182;0
58;64215;0
59;64230;0
60;64204;0
61;64228;0
62;64252;0
63;64154;0
64;64217;0
65;64234;0
66;64195;0
67;64204;0
68;64180;0
69;64221;0
70;64201;0
71;64176;0
72;64218;0
73;64196;0
74;64217;0
75;64201;0
76;64199;0
77;64240;0
78;64224;0
79;64202;0
80;64210;0
81;64188;0
82;64219;0
83;64198;0
